,category,timestamp,value_date,logging_payment_timestamp,payment_timestamp,account_number,amount_payment,balance_account,entry_type,payment_type,BIC,reference_code_paymetn,IBAN,counterparty_account_id
4599,Ruoka_paivittaistavarakauppa,2020-05-11 13:46:02.790697656,2020-05-11,2020-05-11,2020-05-11,5.0,-45.29,1869.89,0.0,162.0,           ,1.0,1.0,181.0
4600,Liikkuminen,2020-05-11 14:41:51.627906960,2020-05-11,2020-05-11,2020-05-11,5.0,-40.9,1828.99,0.0,162.0,           ,1.0,1.0,134.0
4601,Ruoka_paivittaistavarakauppa,2020-05-11 15:37:40.465116264,2020-05-11,2020-05-11,2020-05-11,5.0,-11.03,1817.96,0.0,162.0,           ,1.0,1.0,105.0
4602,Ruoka_paivittaistavarakauppa,2020-05-12 01:18:08.372093004,2020-05-12,2020-05-14,2020-05-12,5.0,-28.24,1789.72,0.0,162.0,           ,1.0,1.0,114.0
4603,Ruoka_paivittaistavarakauppa,2020-05-12 11:54:25.116279048,2020-05-12,2020-05-12,2020-05-12,5.0,-24.46,1765.26,0.0,162.0,           ,1.0,1.0,111.0
4604,Ravintolat_kahvilat,2020-05-12 12:50:13.953488352,2020-05-12,2020-05-12,2020-05-12,5.0,-38.78,1726.48,0.0,162.0,           ,1.0,1.0,48.0
4605,Ruoka_paivittaistavarakauppa,2020-05-12 23:26:30.697674396,2020-05-12,2020-05-12,2020-05-12,5.0,-23.16,1703.32,0.0,162.0,           ,1.0,1.0,133.0
4606,Liikkuminen,2020-05-13 00:22:19.534883700,2020-05-13,2020-05-13,2020-05-12,5.0,-16.49,1686.83,0.0,162.0,           ,1.0,1.0,150.0
4607,Ruoka_paivittaistavarakauppa,2020-05-13 10:02:47.441860440,2020-05-13,2020-05-13,2020-05-13,5.0,-16.31,1670.52,0.0,162.0,           ,1.0,1.0,120.0
4608,Ruoka_paivittaistavarakauppa,2020-05-13 21:34:53.023255788,2020-05-13,2020-05-14,2020-05-13,5.0,-106.37,1564.15,0.0,162.0,           ,1.0,1.0,174.0
4609,Ruoka_paivittaistavarakauppa,2020-05-14 22:30:41.860465092,2020-05-14,2020-05-14,2020-05-14,5.0,-51.88,1512.27,0.0,162.0,           ,1.0,1.0,66.0
4610,Ruoka_paivittaistavarakauppa,2020-05-15 09:06:58.604651136,2020-05-15,2020-05-15,2020-05-15,5.0,-3.85,1508.42,0.0,162.0,           ,1.0,1.0,114.0
4611,Liikkuminen,2020-05-15 10:58:36.279069744,2020-05-15,2020-05-15,2020-05-15,5.0,-97.32,1411.1,0.0,162.0,           ,1.0,1.0,128.0
4612,Asuminen,2020-05-15 20:39:04.186046484,2020-05-15,2020-05-15,2020-05-15,5.0,-26.88,1384.22,0.0,162.0,           ,1.0,1.0,47.0
4613,Muut,2020-05-18 06:19:32.093023224,2020-05-18,2020-05-18,2020-05-18,5.0,-60.69,1323.53,0.0,163.0,           ,1.0,1.0,195.0
4614,Ruoka_paivittaistavarakauppa,2020-05-18 07:15:20.930232528,2020-05-18,2020-05-18,2020-05-18,5.0,-16.0,1307.53,0.0,162.0,           ,1.0,1.0,185.0
4615,Ruoka_paivittaistavarakauppa,2020-05-18 08:11:09.767441832,2020-05-18,2020-05-19,2020-05-18,5.0,-37.38,1270.15,0.0,162.0,           ,1.0,1.0,142.0
4616,Shoppailu,2020-05-18 16:55:48.837209268,2020-05-18,2020-05-19,2020-05-18,5.0,-216.91,1053.24,0.0,162.0,           ,1.0,1.0,46.0
4617,Tulot,2020-05-18 18:47:26.511627876,2020-05-18,2020-05-18,2020-05-18,5.0,338.37,1391.61,701.0,506.0,           ,1.0,1.0,230.0
4618,Liikkuminen,2020-05-18 19:43:15.348837180,2020-05-18,2020-05-18,2020-05-18,5.0,-4.58,1387.03,0.0,162.0,           ,1.0,1.0,103.0
4619,Ravintolat_kahvilat,2020-05-19 04:27:54.418604616,2020-05-19,2020-05-19,2020-05-19,5.0,-4.87,1382.16,0.0,162.0,           ,1.0,1.0,111.0
4620,Terveys,2020-05-19 05:23:43.255813920,2020-05-19,2020-05-19,2020-05-19,5.0,-16.85,1365.31,0.0,162.0,           ,1.0,1.0,185.0
4621,Ravintolat_kahvilat,2020-05-19 15:04:11.162790660,2020-05-19,2020-05-19,2020-05-19,5.0,-67.22,1298.09,0.0,103.0,           ,0.0,1.0,0.0
4622,Ruoka_paivittaistavarakauppa,2020-05-19 17:51:37.674418572,2020-05-19,2020-05-19,2020-05-19,5.0,-7.29,1290.8,0.0,162.0,           ,1.0,1.0,132.0
4623,Ruoka_paivittaistavarakauppa,2020-05-21 02:36:16.744186008,2020-05-21,2020-05-21,2020-05-21,5.0,-80.66,1210.14,0.0,162.0,           ,1.0,1.0,124.0
4624,Ravintolat_kahvilat,2020-05-22 03:32:05.581395312,2020-05-22,2020-05-22,2020-05-22,5.0,-2.9,1207.24,0.0,162.0,           ,1.0,1.0,109.0
4625,Ruoka_paivittaistavarakauppa,2020-05-22 14:08:22.325581356,2020-05-22,2020-05-22,2020-05-22,5.0,-12.6,1194.64,0.0,162.0,           ,1.0,1.0,101.0
4626,Ruoka_paivittaistavarakauppa,2020-05-22 15:59:59.999999964,2020-05-22,2020-05-22,2020-05-22,5.0,-9.5,1185.14,0.0,162.0,           ,1.0,1.0,131.0
4627,Tulot,2020-05-25 00:44:39.069767400,2020-05-25,2020-05-25,2020-05-25,5.0,32.69,1217.83,701.0,506.0,           ,1.0,1.0,230.0
4628,Liikkuminen,2020-05-25 01:40:27.906976704,2020-05-25,2020-05-25,2020-05-25,5.0,-12.97,1204.86,0.0,162.0,           ,1.0,1.0,105.0
4629,Ruoka_paivittaistavarakauppa,2020-05-25 12:16:44.651162748,2020-05-25,2020-05-25,2020-05-25,5.0,-6.58,1198.28,0.0,162.0,           ,1.0,1.0,135.0
4630,Ruoka_paivittaistavarakauppa,2020-05-25 13:12:33.488372052,2020-05-25,2020-05-27,2020-05-25,5.0,-11.74,1186.54,0.0,162.0,           ,1.0,1.0,150.0
4631,Luottojen_maksut,2020-05-25 23:48:50.232558096,2020-05-25,2020-05-25,2020-05-25,5.0,-39.53,1147.01,0.0,162.0,           ,1.0,1.0,124.0
4632,Ruoka_paivittaistavarakauppa,2020-05-26 11:20:55.813953444,2020-05-26,2020-05-26,2020-05-26,5.0,-24.49,1122.52,0.0,162.0,           ,1.0,1.0,171.0
4633,Ravintolat_kahvilat,2020-05-26 22:53:01.395348792,2020-05-26,2020-05-26,2020-05-26,5.0,-5.07,1117.45,0.0,162.0,           ,1.0,1.0,74.0
4634,Ravintolat_kahvilat,2020-05-27 10:25:06.976744140,2020-05-27,2020-05-27,2020-05-27,5.0,-19.82,1097.63,0.0,162.0,           ,1.0,1.0,68.0
4635,Ruoka_paivittaistavarakauppa,2020-05-27 21:57:12.558139488,2020-05-27,2020-05-27,2020-05-27,5.0,-58.41,1039.22,0.0,162.0,           ,1.0,1.0,185.0
4636,Ravintolat_kahvilat,2020-05-28 08:33:29.302325532,2020-05-28,2020-05-28,2020-05-27,5.0,-9.57,1029.65,0.0,162.0,           ,1.0,1.0,124.0
4637,Liikkuminen,2020-05-28 09:29:18.139534836,2020-05-28,2020-05-28,2020-05-28,5.0,-2.62,1027.03,0.0,162.0,           ,1.0,1.0,74.0
4638,Ruoka_paivittaistavarakauppa,2020-05-28 21:01:23.720930184,2020-05-28,2020-05-28,2020-05-25,5.0,-10.63,1016.4,0.0,162.0,           ,1.0,1.0,111.0
4639,Luokittelemattomat,2020-05-29 06:41:51.627906924,2020-05-29,2020-05-29,2020-05-29,5.0,-380.16,636.24,706.0,129.0,OKOYFIHH   ,0.0,0.0,250.0
4640,Ruoka_paivittaistavarakauppa,2020-05-29 07:37:40.465116228,2020-05-29,2020-05-29,2020-05-29,5.0,-20.42,615.82,0.0,162.0,           ,1.0,1.0,116.0
4641,Luottojen_maksut,2020-05-29 18:13:57.209302272,2020-05-29,2020-05-29,2020-05-29,5.0,-12.39,603.43,0.0,162.0,           ,1.0,1.0,144.0
4642,Ravintolat_kahvilat,2020-05-29 19:09:46.046511576,2020-05-29,2020-05-29,2020-05-29,5.0,-9.43,594.0,0.0,162.0,           ,1.0,1.0,127.0
4643,Ruoka_paivittaistavarakauppa,2020-05-29 20:05:34.883720880,2020-05-29,2020-05-29,2020-05-29,5.0,-92.66,501.34,0.0,162.0,           ,1.0,1.0,91.0
4644,Matkailu,2020-06-01 16:10:47.191011235,2020-06-01,2020-06-01,2020-06-01,5.0,-110.79,390.55,0.0,162.0,           ,1.0,1.0,155.0
4645,Tulot,2020-06-02 08:21:34.382022470,2020-06-02,2020-06-02,2020-06-02,5.0,-67.24,323.31,0.0,162.0,           ,1.0,1.0,166.0
4646,Ruoka_paivittaistavarakauppa,2020-06-03 00:32:21.573033705,2020-06-03,2020-06-03,2020-06-03,5.0,-17.94,305.37,0.0,162.0,           ,1.0,1.0,131.0
4647,Saastot_sijoitukset,2020-06-03 16:43:08.764044940,2020-06-03,2020-06-04,2020-06-03,5.0,-8.78,296.59,0.0,162.0,           ,1.0,1.0,135.0
4648,Asuminen,2020-06-05 01:04:43.146067410,2020-06-05,2020-06-05,2020-06-05,5.0,-17.46,279.13,0.0,106.0,OKOYFIHH   ,0.0,0.0,14.0
4649,Lapset,2020-06-05 01:37:04.719101115,2020-06-05,2020-06-05,2020-06-05,5.0,-10.42,268.71,0.0,106.0,OKOYFIHH   ,0.0,0.0,17.0
4650,Tulot,2020-06-05 08:53:55.955056175,2020-06-05,2020-06-05,2020-06-05,5.0,1076.49,1345.2,701.0,506.0,           ,1.0,1.0,230.0
4651,Asuminen,2020-06-05 17:15:30.337078645,2020-06-05,2020-06-05,2020-06-05,5.0,-30.65,1314.55,0.0,106.0,DABAFIHH   ,0.0,0.0,40.0
4652,Muut,2020-06-07 09:26:17.528089880,2020-06-07,2020-06-07,2020-06-07,5.0,-21.54,1293.01,0.0,106.0,OKOYFIHH   ,0.0,0.0,24.0
4653,Matkailu,2020-06-08 09:58:39.101123585,2020-06-08,2020-06-08,2020-06-08,5.0,-11.69,1281.32,706.0,129.0,OKOYFIHH   ,0.0,0.0,251.0
4654,Ruoka_paivittaistavarakauppa,2020-06-08 17:47:51.910112350,2020-06-08,2020-06-08,2020-06-08,5.0,-1.97,1279.35,0.0,162.0,           ,1.0,1.0,76.0
4655,Muut,2020-06-09 02:09:26.292134820,2020-06-09,2020-06-09,2020-06-09,5.0,-3.42,1275.93,0.0,162.0,           ,1.0,1.0,128.0
4656,Lemmikit,2020-06-09 18:20:13.483146055,2020-06-09,2020-06-09,2020-06-09,5.0,-54.41,1221.52,0.0,162.0,           ,1.0,1.0,185.0
4657,Ruoka_paivittaistavarakauppa,2020-06-10 10:31:00.674157290,2020-06-10,2020-06-10,2020-06-10,5.0,-24.73,1196.79,0.0,162.0,           ,1.0,1.0,127.0
4658,Ruoka_paivittaistavarakauppa,2020-06-11 02:41:47.865168525,2020-06-11,2020-06-11,2020-06-11,5.0,-6.93,1189.86,0.0,162.0,           ,1.0,1.0,74.0
4659,Ruoka_paivittaistavarakauppa,2020-06-12 11:03:22.247190995,2020-06-12,2020-06-12,2020-06-12,5.0,-8.38,1181.48,0.0,162.0,           ,1.0,1.0,111.0
4660,Vakuutukset,2020-06-12 18:52:35.056179760,2020-06-12,2020-06-12,2020-06-12,5.0,-521.29,660.19,706.0,129.0,OKOYFIHH   ,0.0,0.0,250.0
4661,Matkailu,2020-06-15 03:14:09.438202230,2020-06-15,2020-06-15,2020-06-15,5.0,-13.34,646.85,0.0,162.0,           ,1.0,1.0,185.0
4662,Ravintolat_kahvilat,2020-06-15 03:46:31.011235935,2020-06-15,2020-06-15,2020-06-15,5.0,-11.35,635.5,0.0,162.0,           ,1.0,1.0,172.0
4663,Tulot,2020-06-15 19:24:56.629213465,2020-06-15,2020-06-15,2020-06-15,5.0,1151.16,1786.66,701.0,506.0,           ,1.0,1.0,230.0
4664,Terveys,2020-06-15 19:57:18.202247170,2020-06-15,2020-06-15,2020-06-15,5.0,-14.06,1772.6,0.0,162.0,           ,1.0,1.0,171.0
4665,Ravintolat_kahvilat,2020-06-15 20:29:39.775280875,2020-06-15,2020-06-15,2020-06-15,5.0,-50.8,1721.8,0.0,162.0,           ,1.0,1.0,163.0
4666,Asuminen,2020-06-16 11:35:43.820224700,2020-06-16,2020-06-16,2020-06-16,5.0,-71.25,1650.55,0.0,106.0,OKOYFIHH   ,0.0,0.0,26.0
4667,Hyvinvointijakauneus,2020-06-16 12:08:05.393258405,2020-06-16,2020-06-16,2020-06-16,5.0,-441.05,1209.5,0.0,162.0,           ,1.0,1.0,120.0
4668,Liikkuminen,2020-06-17 04:18:52.584269640,2020-06-17,2020-06-17,2020-06-17,5.0,-6.3,1203.2,0.0,162.0,           ,1.0,1.0,119.0
4669,Ruoka_paivittaistavarakauppa,2020-06-18 12:40:26.966292110,2020-06-18,2020-06-18,2020-06-18,5.0,-35.65,1167.55,0.0,162.0,           ,1.0,1.0,104.0
4670,Liikkuminen,2020-06-19 04:51:14.157303345,2020-06-19,2020-06-19,2020-06-19,5.0,-9.71,1157.84,0.0,162.0,           ,1.0,1.0,136.0
4671,Ravintolat_kahvilat,2020-06-19 13:12:48.539325815,2020-06-19,2020-06-19,2020-06-19,5.0,-22.15,1135.69,0.0,162.0,           ,1.0,1.0,120.0
4672,Lapset,2020-06-19 21:02:01.348314580,2020-06-19,2020-06-19,2020-06-19,5.0,-5.52,1130.17,0.0,162.0,           ,1.0,1.0,115.0
4673,Tulot,2020-06-19 22:06:44.494381990,2020-06-19,2020-06-19,2020-06-19,5.0,237.2,1367.37,701.0,506.0,           ,1.0,1.0,232.0
4674,Luokittelemattomat,2020-06-22 05:23:35.730337050,2020-06-22,2020-06-22,2020-06-22,5.0,-307.22,1060.15,706.0,129.0,OKOYFIHH   ,0.0,0.0,250.0
4675,Luokittelemattomat,2020-06-22 13:45:10.112359520,2020-06-22,2020-06-22,2020-06-22,5.0,-4.38,1055.77,0.0,162.0,           ,1.0,1.0,185.0
4676,Terveys,2020-06-22 21:34:22.921348285,2020-06-22,2020-06-22,2020-06-22,5.0,-12.55,1043.22,0.0,162.0,           ,1.0,1.0,142.0
4677,Liikkuminen,2020-06-23 05:55:57.303370755,2020-06-23,2020-06-23,2020-06-23,5.0,-50.4,992.82,0.0,162.0,           ,1.0,1.0,101.0
4678,Matkailu,2020-06-25 07:00:40.449438165,2020-06-25,2020-06-25,2020-06-25,5.0,-52.42,940.4,0.0,162.0,           ,1.0,1.0,48.0
4679,Tulot,2020-06-25 14:17:31.685393225,2020-06-25,2020-06-25,2020-06-25,5.0,484.44,1424.84,701.0,506.0,           ,1.0,1.0,230.0
4680,Ruoka_paivittaistavarakauppa,2020-06-25 14:49:53.258426930,2020-06-25,2020-06-25,2020-06-25,5.0,-19.32,1405.52,0.0,162.0,           ,1.0,1.0,79.0
4681,Ruoka_paivittaistavarakauppa,2020-06-25 22:39:06.067415695,2020-06-25,2020-06-25,2020-06-25,5.0,-44.65,1360.87,0.0,162.0,           ,1.0,1.0,102.0
4682,Asuminen,2020-06-26 06:28:18.876404460,2020-06-26,2020-06-26,2020-06-26,5.0,-34.33,1326.54,0.0,162.0,           ,1.0,1.0,116.0
4683,Liikkuminen,2020-06-29 07:33:02.022471870,2020-06-29,2020-06-29,2020-06-29,5.0,-222.39,1104.15,706.0,129.0,OKOYFIHH   ,0.0,0.0,252.0
4684,Ruoka_paivittaistavarakauppa,2020-06-29 15:22:14.831460635,2020-06-29,2020-06-30,2020-06-29,5.0,-13.63,1090.52,0.0,162.0,           ,1.0,1.0,141.0
4685,Ruoka_paivittaistavarakauppa,2020-06-29 23:11:27.640449400,2020-06-29,2020-06-29,2020-06-29,5.0,-12.02,1078.5,0.0,162.0,           ,1.0,1.0,164.0
4686,Ruoka_paivittaistavarakauppa,2020-06-29 23:43:49.213483105,2020-06-29,2020-06-29,2020-06-29,5.0,-4.09,1074.41,0.0,162.0,           ,1.0,1.0,51.0
4687,Asuminen,2020-06-30 15:54:36.404494340,2020-06-30,2020-06-30,2020-06-30,5.0,-25.06,1049.35,706.0,129.0,OKOYFIHH   ,0.0,0.0,252.0
4688,Luokittelemattomat,2020-07-01 03:05:36.798336798,2020-07-01,2020-07-01,2020-07-01,5.0,-152.11,897.24,706.0,129.0,OKOYFIHH   ,0.0,0.0,249.0
4689,Ravintolat_kahvilat,2020-07-01 06:11:13.596673596,2020-07-01,2020-07-01,2020-07-01,5.0,-22.39,874.85,0.0,162.0,           ,1.0,1.0,166.0
4690,Muut,2020-07-01 12:22:27.193347192,2020-07-01,2020-07-01,2020-07-01,5.0,-19.27,855.58,0.0,106.0,OKOYFIHH   ,0.0,0.0,11.0
4691,Asuminen,2020-07-01 15:28:03.991683990,2020-07-01,2020-07-01,2020-07-01,5.0,-15.83,839.75,0.0,106.0,OKOYFIHH   ,0.0,0.0,39.0
4692,Muut,2020-07-02 00:44:54.386694384,2020-07-02,2020-07-03,2020-07-02,5.0,-97.32,742.43,0.0,163.0,           ,1.0,1.0,195.0
4693,Ruoka_paivittaistavarakauppa,2020-07-02 03:50:31.185031182,2020-07-02,2020-07-02,2020-07-02,5.0,-60.96,681.47,0.0,162.0,           ,1.0,1.0,185.0
4694,Luokittelemattomat,2020-07-02 06:56:07.983367980,2020-07-02,2020-07-02,2020-07-02,5.0,-4.15,677.32,0.0,162.0,           ,1.0,1.0,163.0
4695,Ruoka_paivittaistavarakauppa,2020-07-02 08:25:56.756756748,2020-07-02,2020-07-02,2020-07-02,5.0,-55.81,621.51,0.0,162.0,           ,1.0,1.0,84.0
4696,Ruoka_paivittaistavarakauppa,2020-07-02 09:16:50.395010394,2020-07-02,2020-07-02,2020-07-02,5.0,-7.06,614.45,0.0,162.0,           ,1.0,1.0,93.0
4697,Ruoka_paivittaistavarakauppa,2020-07-02 10:01:44.781704778,2020-07-02,2020-07-02,2020-07-02,5.0,-48.59,565.86,0.0,162.0,           ,1.0,1.0,89.0
4698,Ravintolat_kahvilat,2020-07-02 13:07:21.580041576,2020-07-02,2020-07-02,2020-07-02,5.0,-9.57,556.29,0.0,162.0,           ,1.0,1.0,129.0
4699,Ruoka_paivittaistavarakauppa,2020-07-02 16:12:58.378378374,2020-07-02,2020-07-02,2020-07-02,5.0,-4.81,551.48,0.0,162.0,           ,1.0,1.0,58.0
4700,Ruoka_paivittaistavarakauppa,2020-07-02 19:18:35.176715172,2020-07-02,2020-07-02,2020-07-02,5.0,-13.34,538.14,0.0,162.0,           ,1.0,1.0,131.0
4701,Ravintolat_kahvilat,2020-07-02 22:24:11.975051970,2020-07-02,2020-07-02,2020-07-02,5.0,-13.55,524.59,0.0,162.0,           ,1.0,1.0,93.0
4702,Tulot,2020-07-03 01:29:48.773388768,2020-07-03,2020-07-03,2020-07-03,5.0,906.99,1431.58,701.0,506.0,           ,1.0,1.0,230.0
4703,Luottojen_maksut,2020-07-03 04:35:25.571725566,2020-07-03,2020-07-03,2020-07-03,5.0,-6.68,1424.9,706.0,129.0,OKOYFIHH   ,0.0,0.0,249.0
4704,Muut,2020-07-03 05:20:19.958419950,2020-07-03,2020-07-03,2020-07-03,5.0,-314.57,1110.33,0.0,162.0,           ,1.0,1.0,131.0
4705,Ruoka_paivittaistavarakauppa,2020-07-03 07:41:02.370062364,2020-07-03,2020-07-03,2020-07-03,5.0,-12.91,1097.42,0.0,162.0,           ,1.0,1.0,67.0
4706,Asuminen,2020-07-03 10:46:39.168399162,2020-07-03,2020-07-03,2020-07-03,5.0,-111.42,986.0,0.0,129.0,OKOYFIHH   ,0.0,0.0,44.0
4707,Luokittelemattomat,2020-07-03 13:52:15.966735960,2020-07-03,2020-07-03,2020-07-03,5.0,-31.28,954.72,0.0,106.0,OKOYFIHH   ,0.0,0.0,16.0
4708,Ruoka_paivittaistavarakauppa,2020-07-03 14:37:10.353430344,2020-07-03,2020-07-03,2020-07-03,5.0,-15.59,939.13,0.0,162.0,           ,1.0,1.0,109.0
4709,Ravintolat_kahvilat,2020-07-03 16:57:52.765072758,2020-07-03,2020-07-03,2020-07-03,5.0,-3.67,935.46,0.0,162.0,           ,1.0,1.0,50.0
4710,Muut,2020-07-03 17:42:47.151767142,2020-07-03,2020-07-03,2020-07-03,5.0,-122.62,812.84,0.0,162.0,           ,1.0,1.0,188.0
4711,Liikkuminen,2020-07-03 18:33:40.790020788,2020-07-03,2020-07-03,2020-07-03,5.0,-13.36,799.48,0.0,162.0,           ,1.0,1.0,179.0
4712,Ruoka_paivittaistavarakauppa,2020-07-03 20:03:29.563409556,2020-07-03,2020-07-03,2020-07-03,5.0,-35.22,764.26,0.0,162.0,           ,1.0,1.0,107.0
4713,Luokittelemattomat,2020-07-03 21:39:17.588357586,2020-07-03,2020-07-03,2020-07-03,5.0,-100.28,663.98,0.0,162.0,           ,1.0,1.0,47.0
4714,Saastot_sijoitukset,2020-07-03 23:09:06.361746354,2020-07-03,2020-07-03,2020-07-03,5.0,-6.1,657.88,0.0,162.0,           ,1.0,1.0,97.0
4715,Ravintolat_kahvilat,2020-07-03 23:54:00.748440738,2020-07-03,2020-07-03,2020-07-03,5.0,-13.78,644.1,0.0,162.0,           ,1.0,1.0,108.0
4716,Terveys,2020-07-06 00:38:55.135135122,2020-07-06,2020-07-06,2020-07-06,5.0,-66.41,577.69,0.0,162.0,           ,1.0,1.0,121.0
4717,Ruoka_paivittaistavarakauppa,2020-07-06 02:14:43.160083152,2020-07-06,2020-07-06,2020-07-06,5.0,-21.23,556.46,0.0,162.0,           ,1.0,1.0,46.0
4718,Saastot_sijoitukset,2020-07-06 02:59:37.546777536,2020-07-06,2020-07-06,2020-07-06,5.0,-135.68,420.78,0.0,192.0,           ,0.0,1.0,206.0
4719,Ravintolat_kahvilat,2020-07-06 03:44:31.933471920,2020-07-06,2020-07-06,2020-07-06,5.0,-3.24,417.54,0.0,162.0,           ,1.0,1.0,151.0
4720,Saastot_sijoitukset,2020-07-06 06:05:14.345114334,2020-07-06,2020-07-06,2020-07-06,5.0,-45.06,372.48,0.0,192.0,           ,0.0,1.0,206.0
4721,Ruoka_paivittaistavarakauppa,2020-07-06 06:50:08.731808718,2020-07-06,2020-07-06,2020-07-06,5.0,-90.87,281.61,0.0,162.0,           ,1.0,1.0,133.0
4722,Ravintolat_kahvilat,2020-07-06 09:10:51.143451132,2020-07-06,2020-07-06,2020-07-06,5.0,-11.44,270.17,0.0,192.0,           ,0.0,1.0,206.0
4723,Ruoka_paivittaistavarakauppa,2020-07-06 09:55:45.530145516,2020-07-06,2020-07-06,2020-07-06,5.0,-21.58,248.59,0.0,162.0,           ,1.0,1.0,89.0
4724,Ruoka_paivittaistavarakauppa,2020-07-06 11:25:34.303534284,2020-07-06,2020-07-06,2020-07-06,5.0,-16.59,232.0,0.0,162.0,           ,1.0,1.0,125.0
4725,Ruoka_paivittaistavarakauppa,2020-07-06 11:31:33.555093546,2020-07-06,2020-07-06,2020-07-06,5.0,-19.09,212.91,0.0,162.0,           ,1.0,1.0,97.0
4726,Saastot_sijoitukset,2020-07-06 12:16:27.941787930,2020-07-06,2020-07-06,2020-07-06,5.0,-102.7,110.21,0.0,192.0,           ,0.0,1.0,206.0
4727,Shoppailu,2020-07-06 13:01:22.328482314,2020-07-06,2020-07-06,2020-07-06,5.0,-8.88,101.33,0.0,162.0,           ,1.0,1.0,58.0
4728,Liikkuminen,2020-07-06 15:22:04.740124728,2020-07-06,2020-07-06,2020-07-06,5.0,-3.56,97.77,0.0,162.0,           ,1.0,1.0,64.0
4729,Ruoka_paivittaistavarakauppa,2020-07-06 16:06:59.126819112,2020-07-06,2020-07-06,2020-07-06,5.0,-7.47,90.3,0.0,162.0,           ,1.0,1.0,84.0
4730,Tulot,2020-07-06 19:12:35.925155910,2020-07-06,2020-07-07,2020-07-06,5.0,408.15,498.45,710.0,506.0,           ,1.0,1.0,259.0
4731,Lemmikit,2020-07-06 20:48:23.950103940,2020-07-06,2020-07-06,2020-07-06,5.0,-16.47,481.98,0.0,162.0,           ,1.0,1.0,191.0
4732,Ravintolat_kahvilat,2020-07-06 21:33:18.336798324,2020-07-06,2020-07-06,2020-07-06,5.0,-14.04,467.94,0.0,162.0,           ,1.0,1.0,74.0
4733,Liikkuminen,2020-07-06 22:18:12.723492708,2020-07-06,2020-07-06,2020-07-06,5.0,-42.78,425.16,0.0,162.0,           ,1.0,1.0,164.0
4734,Ruoka_paivittaistavarakauppa,2020-07-07 01:23:49.521829506,2020-07-07,2020-07-07,2020-07-07,5.0,-46.02,379.14,0.0,162.0,           ,1.0,1.0,100.0
4735,Ravintolat_kahvilat,2020-07-07 04:29:26.320166304,2020-07-07,2020-07-07,2020-07-07,5.0,-12.28,366.86,0.0,162.0,           ,1.0,1.0,116.0
4736,Terveys,2020-07-07 07:35:03.118503102,2020-07-07,2020-07-07,2020-07-07,5.0,-29.1,337.76,0.0,162.0,           ,1.0,1.0,119.0
4737,Ruoka_paivittaistavarakauppa,2020-07-07 10:40:39.916839900,2020-07-07,2020-07-07,2020-07-07,5.0,-3.32,334.44,0.0,162.0,           ,1.0,1.0,185.0
4738,Hyvinvointi,2020-07-07 13:46:16.715176698,2020-07-07,2020-07-07,2020-07-07,5.0,-4.36,330.08,0.0,162.0,           ,1.0,1.0,59.0
4739,Ruoka_paivittaistavarakauppa,2020-07-07 16:51:53.513513496,2020-07-07,2020-07-07,2020-07-07,5.0,-23.56,306.52,0.0,162.0,           ,1.0,1.0,80.0
4740,Ruoka_paivittaistavarakauppa,2020-07-07 17:36:47.900207880,2020-07-07,2020-07-07,2020-07-07,5.0,-19.87,286.65,0.0,162.0,           ,1.0,1.0,164.0
4741,Luottojen_maksut,2020-07-07 18:27:41.538461526,2020-07-07,2020-07-07,2020-07-07,5.0,-49.65,237.0,0.0,162.0,           ,1.0,1.0,120.0
4742,Liikkuminen,2020-07-07 19:57:30.311850294,2020-07-07,2020-07-07,2020-07-07,5.0,-11.0,226.0,0.0,162.0,           ,1.0,1.0,161.0
4743,Ruoka_paivittaistavarakauppa,2020-07-07 23:03:07.110187092,2020-07-07,2020-07-07,2020-07-07,5.0,-38.33,187.67,0.0,162.0,           ,1.0,1.0,74.0
4744,Ruoka_paivittaistavarakauppa,2020-07-07 23:48:01.496881476,2020-07-07,2020-07-07,2020-07-07,5.0,-6.45,181.22,0.0,162.0,           ,1.0,1.0,115.0
4745,Ruoka_paivittaistavarakauppa,2020-07-08 02:08:43.908523890,2020-07-08,2020-07-08,2020-07-08,5.0,-8.66,172.56,0.0,162.0,           ,1.0,1.0,142.0
4746,Liikkuminen,2020-07-08 08:19:57.505197486,2020-07-08,2020-07-08,2020-07-08,5.0,-2.42,170.14,0.0,162.0,           ,1.0,1.0,47.0
4747,Ravintolat_kahvilat,2020-07-08 09:49:46.278586254,2020-07-08,2020-07-08,2020-07-08,5.0,-2.93,167.21,0.0,162.0,           ,1.0,1.0,148.0
4748,Ruoka_paivittaistavarakauppa,2020-07-08 14:31:11.101871082,2020-07-08,2020-07-08,2020-07-08,5.0,-3.0,164.21,0.0,162.0,           ,1.0,1.0,47.0
4749,Muut,2020-07-09 00:32:55.883575860,2020-07-09,2020-07-09,2020-07-09,5.0,-21.79,142.42,0.0,162.0,           ,1.0,1.0,117.0
4750,Liikkuminen,2020-07-09 02:53:38.295218274,2020-07-09,2020-07-09,2020-07-09,5.0,-1.87,140.55,0.0,162.0,           ,1.0,1.0,141.0
4751,Ruoka_paivittaistavarakauppa,2020-07-09 05:14:20.706860688,2020-07-09,2020-07-09,2020-07-09,5.0,-19.45,121.1,0.0,162.0,           ,1.0,1.0,127.0
4752,Lemmikit,2020-07-09 05:59:15.093555072,2020-07-09,2020-07-09,2020-07-09,5.0,-9.08,112.02,0.0,162.0,           ,1.0,1.0,84.0
